id,index,displayName,internalName,category,icon,damageType,baseDamage,blastRadius,knockback,projectileSpeed,gravity,bounces,fuseTime,terrainDamage,fireDamage,iceDamage,poisonDamage,homing,piercing,aoe,specialEffect
pa_083,83,Goldene Hand,goldene_hand,magic,IMG_9138.PNG,arcane,25,0,70,0,0,0,0,0,0,0,0,0,0,False,magic_hand
pa_084,84,Astraltrank,astraltrank,magic,IMG_9139.PNG,arcane,25,0,0,0,0,0,0,0,0,0,0,0,0,False,buff
pa_085,85,Chaosmagier,chaosmagier,magic,IMG_9140.PNG,chaos,25,0,0,0,0,0,0,0,0,0,0,0,0,False,random_spell
pa_086,86,Wirbelwind-Krieger,wirbelwind_krieger,magic,IMG_9150.PNG,wind,25,0,78,0,0,0,0,0,0,0,0,0,0,False,whirlwind
pa_087,87,Dimensionssprung I,dimensionssprung_i,magic,IMG_9151.PNG,spatial,25,0,0,0,0,0,0,0,0,0,0,0,0,False,teleport
pa_088,88,Dimensionssprung II,dimensionssprung_ii,magic,IMG_9152.PNG,spatial,25,0,0,0,0,0,0,0,0,0,0,0,0,False,teleport
pa_089,89,Magischer Stiefel,magischer_stiefel,magic,IMG_9154.PNG,utility,25,0,0,0,0,0,0,0,0,0,0,0,0,False,mobility
pa_090,90,Giftpilz,giftpilz,magic,IMG_9155.PNG,poison,25,0,0,0,0,0,0,0,0,0,0,0,0,False,poison_zone
pa_091,91,Astralorb,astralorb,magic,IMG_9156.PNG,astral,25,0,0,0,0,0,0,0,0,0,0,0,0,False,astral_burst
pa_092,92,Heilzauber,heilzauber,magic,IMG_9157.PNG,holy,25,0,0,0,0,0,0,0,0,0,0,0,0,False,heal
pa_093,93,Engelssegen,engelssegen,magic,IMG_9323.PNG,holy,25,0,0,0,0,0,0,0,0,0,0,0,0,False,shield_heal
pa_094,94,Heil-Injektion,heil_injektion,magic,IMG_9324.PNG,medical,25,0,0,0,0,0,0,0,0,0,0,0,0,False,instant_heal
pa_095,95,Chaos-Elixier,chaos_elixier,magic,IMG_9325.PNG,chaos,25,0,0,0,0,0,0,0,0,0,0,0,0,False,random_buff
pa_096,96,Mutationselixier,mutationselixier,magic,IMG_9326.PNG,chaos,25,0,0,0,0,0,0,0,0,0,0,0,0,False,mutation
pa_097,97,Traumfänger,traumfanger,magic,IMG_9327.PNG,psychic,25,0,0,0,0,0,0,0,0,0,0,0,0,False,sleep
pa_098,98,Lava-Elixier,lava_elixier,magic,IMG_9328.PNG,fire,25,0,0,0,0,0,0,0,0,0,0,0,0,False,lava
pa_099,99,Zeit-Sanduhr,zeit_sanduhr,magic,IMG_9329.PNG,time,25,0,0,0,0,0,0,0,0,0,0,0,0,False,time_control
pa_100,100,Würfel des Chaos,wurfel_des_chaos,magic,IMG_9330.PNG,chaos,25,0,0,0,0,0,0,0,0,0,0,0,0,False,random_effect
pa_101,101,Eisschild,eisschild,magic,IMG_9331.PNG,ice,25,0,0,0,0,0,0,0,0,0,0,0,0,False,shield_freeze
pa_102,102,Gedankensturm,gedankensturm,magic,IMG_9332.PNG,psychic,25,0,0,0,0,0,0,0,0,0,0,0,0,False,mind_aoe
pa_103,103,Verderbnis-Kelch,verderbnis_kelch,magic,IMG_9333.PNG,dark,25,0,0,0,0,0,0,0,0,0,0,0,0,False,corruption
pa_104,104,Quantengewehr,quantengewehr,magic,IMG_9334.PNG,energy,25,0,0,0,0,0,0,0,0,0,0,0,1,False,quantum_shot
pa_105,105,Zauberrolle,zauberrolle,magic,IMG_9335.PNG,arcane,25,0,0,0,0,0,0,0,0,0,0,0,0,False,scroll_spell
pa_106,106,Sonnenamulett,sonnenamulett,magic,IMG_9336.PNG,holy,25,0,0,0,0,0,0,0,0,0,0,0,0,False,solar
pa_107,107,Allsehendes Auge,allsehendes_auge,magic,IMG_9337.PNG,utility,25,0,0,0,0,0,0,0,0,0,0,0,0,False,target_scan
pa_108,108,Magische Peitsche,magische_peitsche,magic,IMG_9338.PNG,arcane,25,0,55,0,0,0,0,0,0,0,0,0,0,False,magic_whip
pa_109,109,Weltenbaum,weltenbaum,magic,IMG_9339.PNG,nature,25,0,0,0,0,0,0,0,0,0,0,0,0,False,area_buff
pa_110,110,Dimensionskugel,dimensionskugel,magic,IMG_9340.PNG,spatial,25,0,0,0,0,0,0,0,0,0,0,0,0,False,dimension_orb
pa_111,111,Grappling Hook,grappling_hook,utility,IMG_9341.PNG,utility,0,0,0,0,0,0,0,0,0,0,0,0,0,False,grapple
pa_112,112,Jetpack,jetpack,utility,IMG_9342.PNG,utility,0,0,0,0,0,0,0,0,0,0,0,0,0,False,flight
pa_113,113,Bohrkanone,bohrkanone,utility,IMG_9343.PNG,physical,0,0,0,0,0,0,0,0,0,0,0,0,0,False,drill_cannon
pa_114,114,Raketenrucksack Mk III,raketenrucksack_mk_iii,utility,IMG_9344.PNG,utility,0,0,0,0,0,0,0,0,0,0,0,0,0,False,flight
pa_115,115,Wächterstatue,wachterstatue,utility,IMG_9345.PNG,defense,0,0,0,0,0,0,0,0,0,0,0,0,0,False,guardian
pa_116,116,Blutritual,blutritual,utility,IMG_9346.PNG,dark,0,0,0,0,0,0,0,0,0,0,0,0,0,False,blood_ritual
pa_117,117,Ananasbombe,ananasbombe,utility,IMG_9347.PNG,explosive,0,0,0,0,0,0,0,0,0,0,0,0,0,False,fragmentation
pa_118,118,Feuerwesen,feuerwesen,utility,IMG_9353.PNG,fire,0,0,0,0,0,0,0,0,0,0,0,0,0,False,fire_minion
pa_119,119,Munitionskiste,munitionskiste,utility,IMG_9358.PNG,utility,0,0,0,0,0,0,0,0,0,0,0,0,0,False,ammo_drop
pa_120,120,Energiefaust,energiefaust,utility,IMG_9359.PNG,energy,0,0,78,0,0,0,0,0,0,0,0,0,0,False,energy_fist
pa_121,121,Explosiver Punch,explosiver_punch,tech,IMG_9360.PNG,explosive,25,0,88,0,0,0,0,0,0,0,0,0,0,False,rocket_punch
pa_122,122,Infinity Loop,infinity_loop,tech,IMG_9364.PNG,temporal,25,0,0,0,0,0,0,0,0,0,0,0,0,False,loop
pa_123,123,Magnetkanone,magnetkanone,tech,IMG_9365.PNG,magnetic,25,0,95,0,0,0,0,0,0,0,0,0,0,False,magnetism
pa_124,124,Auto-Turret,auto_turret,tech,IMG_9366.PNG,electric,25,0,0,0,0,0,0,0,0,0,0,0,0,False,auto_target
pa_125,125,Versorgungscontainer,versorgungscontainer,tech,IMG_9368.PNG,utility,25,0,0,0,0,0,0,0,0,0,0,0,0,False,supply_drop
pa_126,126,Bunker,bunker,tech,IMG_9369.PNG,defense,25,0,0,0,0,0,0,0,0,0,0,0,0,False,bunker
pa_127,127,Teleport-Plattform,teleport_plattform,tech,IMG_9372.PNG,spatial,25,0,0,0,0,0,0,0,0,0,0,0,0,False,teleport_platform
pa_128,128,Hologramm-Portal,hologramm_portal,tech,IMG_9373.PNG,spatial,25,0,0,0,0,0,0,0,0,0,0,0,0,False,hologram_portal
pa_129,129,Tesla-Turm,tesla_turm,tech,IMG_9376.PNG,electric,25,0,0,0,0,0,0,0,0,0,0,0,0,False,chain_lightning
pa_130,130,Tarnnetz,tarnnetz,tech,IMG_9377.PNG,utility,25,0,0,0,0,0,0,0,0,0,0,0,0,False,camouflage
pa_131,131,Schlauchboot,schlauchboot,tech,IMG_9379.PNG,utility,25,0,0,0,0,0,0,0,0,0,0,0,0,False,water_mobility
pa_132,132,Alte Dame,alte_dame,tech,IMG_9380.PNG,physical,25,0,82,0,0,0,0,0,0,0,0,0,0,False,old_lady_strike
pa_133,133,Fliegendes Superschaf,fliegendes_superschaf,tech,IMG_9382.PNG,fire,25,0,0,0,0,0,0,0,0,0,0,70,0,False,guided_sheep
pa_134,134,Luftangriff,luftangriff,tech,IMG_9383.PNG,explosive,25,0,0,0,0,0,0,0,0,0,0,0,0,False,air_strike
pa_135,135,Meteorregen,meteorregen,tech,IMG_9384.PNG,impact,25,0,0,0,0,0,0,0,0,0,0,0,0,False,meteor_rain
pa_136,136,Bohrkopfrakete,bohrkopfrakete,tech,IMG_9385.PNG,explosive,25,0,0,0,0,0,0,0,0,0,0,0,0,False,drill_rocket
pa_137,137,Flammenklinge,flammenklinge,tech,IMG_9386.PNG,fire,25,0,55,0,0,0,0,0,0,0,0,0,0,False,flame_blade
pa_138,138,Magischer Kriegshammer,magischer_kriegshammer,tech,IMG_9388.PNG,arcane,25,0,78,0,0,0,0,0,0,0,0,0,0,False,magic_hammer
pa_139,139,Höllenkanone,hollenkanone,tech,IMG_9389.PNG,fire,25,0,0,0,0,0,0,0,0,0,0,0,0,False,hell_cannon
pa_140,140,Quantenblaster,quantenblaster,tech,IMG_9390.PNG,energy,25,0,0,0,0,0,0,0,0,0,0,0,1,False,quantum_blast
pa_141,141,Astralkrieger,astralkrieger,ultimate,IMG_9391.PNG,astral,25,0,0,70,0,0,0,0,0,0,0,0,0,False,summon_warrior
pa_142,142,Void-Ritter,void_ritter,ultimate,IMG_9393.PNG,void,25,0,75,70,0,0,0,0,0,0,0,0,0,False,void_knight
pa_143,143,Astralross,astralross,ultimate,IMG_9394.PNG,astral,25,0,70,70,0,0,0,0,0,0,0,0,0,False,summon_mount
pa_144,144,Kosmische Wassermelone,kosmische_wassermelone,ultimate,IMG_9397.PNG,explosive,25,0,0,70,0,1,0,0,0,0,0,0,0,False,cosmic_banana
pa_145,145,Erdspalter,erdspalter,ultimate,IMG_9398.PNG,impact,25,0,0,70,0,0,0,0,0,0,0,0,0,False,earth_splitter
pa_146,146,Giftige Weltenflasche,giftige_weltenflasche,ultimate,IMG_9399.PNG,poison,25,0,0,70,0,0,0,0,0,0,0,0,0,False,world_poison
pa_147,147,Welten-Drache,welten_drache,ultimate,IMG_9400.PNG,dragon,25,0,0,70,0,0,0,0,0,0,0,0,0,False,dragon_ultimate
pa_148,148,Himmelswächter,himmelswachter,ultimate,IMG_9401.PNG,holy,25,0,0,70,0,0,0,0,0,0,0,0,0,False,guardian_ultimate
pa_149,149,Goldene Reliktkugel,goldene_reliktkugel,ultimate,IMG_9402.PNG,arcane,25,0,0,70,0,0,0,0,0,0,0,0,0,False,relic_buff
pa_150,150,Kosmischer Kern,kosmischer_kern,ultimate,IMG_9403.PNG,void,25,0,0,70,0,0,0,0,0,0,0,0,0,False,cosmic_ultimate
